file,snr_estimate,duration,speaker_id
id00017/01dfn2spqyE/00001.wav,13.377181199249566,4.288027210884353,id00017
id00017/5MkXgwdrmJw/00002.wav,11.64682854636235,7.936009070294784,id00017
id00017/7t6lfzvVaTM/00003.wav,21.81134753048643,9.024036281179137,id00017
id00017/7t6lfzvVaTM/00004.wav,18.98456782835916,4.928027210884354,id00017
id00017/7t6lfzvVaTM/00005.wav,17.977202452237986,5.5680272108843525,id00017
id00017/7t6lfzvVaTM/00006.wav,17.202193337095814,4.608027210884353,id00017
id00017/7t6lfzvVaTM/00007.wav,18.8009455918045,4.48,id00017
id00017/7t6lfzvVaTM/00008.wav,19.029094959534348,6.656009070294784,id00017
id00017/7t6lfzvVaTM/00009.wav,18.79500689490711,6.208027210884353,id00017
id00017/7t6lfzvVaTM/00010.wav,18.022815484999192,4.992018140589568,id00017
id00017/7t6lfzvVaTM/00011.wav,17.853634283967853,4.928027210884354,id00017
id00017/7t6lfzvVaTM/00012.wav,17.778001627899222,3.9680272108843537,id00017
id00017/8_a6O3vdlU0/00013.wav,24.52099380879644,4.992018140589568,id00017
id00017/8_a6O3vdlU0/00014.wav,24.20497150057709,4.736009070294784,id00017
id00017/8_a6O3vdlU0/00015.wav,24.49525802466061,5.504036281179137,id00017
id00017/8_a6O3vdlU0/00016.wav,24.45751615903912,4.416009070294785,id00017
id00017/8_a6O3vdlU0/00017.wav,24.571151237588843,3.9680272108843537,id00017
id00017/8_a6O3vdlU0/00018.wav,25.367462605476536,5.056009070294785,id00017
id00017/8_a6O3vdlU0/00019.wav,23.76050683421401,4.096009070294785,id00017
id00017/8_a6O3vdlU0/00020.wav,23.98819948317075,5.376009070294786,id00017
id00017/8_a6O3vdlU0/00021.wav,24.173368394747143,6.656009070294784,id00017
id00017/ABlWCST1MPY/00022.wav,7.9439179777560724,5.1840362811791385,id00017
id00017/ABlWCST1MPY/00023.wav,7.0410262281344425,6.0160090702947855,id00017
id00017/ABlWCST1MPY/00024.wav,7.673025311703861,17.408027210884352,id00017
id00017/AXAl9BX9-sQ/00025.wav,15.814978415082741,7.168027210884353,id00017
id00017/AXAl9BX9-sQ/00026.wav,16.278443702286204,6.848027210884353,id00017
id00017/E6aqL_Nc410/00027.wav,19.895173357696,4.8,id00017
id00017/E6aqL_Nc410/00028.wav,20.273189588223666,5.12,id00017
id00017/KtadqxztRBk/00029.wav,22.35680455594269,4.928027210884354,id00017
id00017/KtadqxztRBk/00030.wav,22.565539970347608,4.48,id00017
id00017/KtadqxztRBk/00031.wav,21.95180556510304,9.216009070294783,id00017
id00017/M6PYYNz3pac/00032.wav,19.35570483413616,30.208027210884357,id00017
id00017/M6PYYNz3pac/00033.wav,26.745808972457844,8.0,id00017
id00017/MuKhvYeekXU/00034.wav,20.17716048648002,7.488027210884353,id00017
id00017/MuKhvYeekXU/00035.wav,18.886495977874347,5.5680272108843525,id00017
id00017/Nd3m-TBtp6A/00036.wav,11.482974272952289,4.096009070294785,id00017
id00017/Nd3m-TBtp6A/00037.wav,10.314175110538349,4.3520181405895695,id00017
